date	topic	tweets	users	pos_tweets	neg_tweets	nrl_tweets	pos_users	neg_users	nrl_users	pos_summary	neg_summary	nrl_summary	category	average_tweets	average_users	average_pos_tweets	average_neg_tweets	average_nrl_tweets	average_pos_users	average_neg_users	average_nrl_users
20170526	carers	2	2	1	0	1	1	0	1	<NONSENSESUMMARYTAG>RT @NAScampaigns: Hornsey and Wood Green #ge2017 candidates kick off hustings organised by local NAS group, campaigners and carers gr… </NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>@CCHQPress Low-paid workers, the vulnerable in society, teachers, nurses, police, fire-fighters, carers, disabled,… https://t.co/qhW2QlOSQu</NONSENSESUMMARYTAG>	NHS	2.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0
20170526	health service	2	2	0	0	2	0	0	2	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>Education. Proper Jobs. Health Service. Housing. young people its your future. control your future &amp; go out &amp; Vote. #GeneralElection</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>Election Issues Podcast: The Health Service https://t.co/4juMHTJra3 #nhs #ge2017 #trypod</NONSENSESUMMARYTAG>	None	5.75	5.75	1.5	0.0	4.25	1.5	0.0	4.25
20170526	border controls	2	2	0	0	2	0	0	2	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>@MrAlfredGarnett tighter border controls will be a good start…only let in those that will benefit Britain NOT take our benefits! #bbcqt</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>lbc #CorbynSpeech  https://t.co/9xobtZwdGq bbc #GE2017 theresa may  relaxed border controls , #csa inquiry fiasco , passport fiasco</NONSENSESUMMARYTAG>	None	2.5	2.5	1.0	0.0	1.5	1.0	0.0	1.5
20170526	schools	54	54	10	0	44	10	0	41	<NONSENSESUMMARYTAG>RT @mrjonnotweet: #bbcqt Religion is the problem, education is the answer.  Faith schools should not be allowed.</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>I suggest that May's austerity only involves "the others".  Not the 1%. Private schools don't get charged VAT ??!!… https://t.co/42jkpvepbz</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @DMKStand: Madness. Extended services that have been cut have been being covered by schools who now won't be able to. Grim thi… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @DMKStand: Madness. Extended services that have been cut have been being covered by schools who now won't be able to. Grim thi… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @DMKStand: Madness. Extended services that have been cut have been being covered by schools who now won't be able to. Grim thi… </NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>#GE2017 new Tory gov will leave schools worse off financially says IFS https://t.co/z8UxcWq6xw like we didn't know #ToriesOut #Conservatives</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>There should certainly be a moratorium on mosque-building, no state-funding for Muslim-only schools, no public pray… https://t.co/CVDtwpvTHr</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>Crisis in our nhs, police, schools. Record homelessness, falling wages, this while the rich get richer. In #GE2017 #VoteForHopeVoteForChange</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>Worse: won't be any funds for schools, hospitals, troops, police.. all will be privatised to G4S, Virgin, etc. Paym… https://t.co/srvYLgQNM3</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>#GE2017 some called 4 checks eg. CRB &amp; background or Ofsted like checks for Quran schools. Bcoz that never happened… https://t.co/mc0yJOwJDu</NONSENSESUMMARYTAG>	Education	251.58333333333334	251.58333333333334	43.083333333333336	0.0	208.5	41.333333333333336	0.0	192.75
20170526	brexit	2591	2591	323	0	2268	315	0	1716	<NONSENSESUMMARYTAG>To avoid a hard Brexit, you may have to choose a party you never dreamed of voting for via @Independent#GE2017https://t.co/y7SKJns264</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @NIESRorg: Our #Agriculture #GE2017 briefing, warning of the effect of the loss of  #CAP, is quoted in the @FT Brexit Briefing… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @NIESRorg: Our #Agriculture #GE2017 briefing, warning of the effect of the loss of  #CAP, is quoted in the @FT Brexit Briefing… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @NIESRorg: Our #Agriculture #GE2017 briefing, warning of the effect of the loss of  #CAP, is quoted in the @FT Brexit Briefing… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @NIESRorg: Our #Agriculture #GE2017 briefing, warning of the effect of the loss of  #CAP, is quoted in the @FT Brexit Briefing… </NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>Tories: 'Labour will ruin the economy.'Thanks to the Tories &amp; Brexit, the economy will be ruined anyway.So vote tactically/Labour. #GE2017</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>@Conservatives What if Brexit is not in our interest or our allies' interest? Trump 's U-turned on #Brexit. Time fo… https://t.co/aWSmDmnELJ</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @UKIPNFKN: Re-leavers won't accept a 'no deal' Brexit as willingly as Theresa May thinks via @Independent#Brexit #GE2017https://t.co/O…</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @UKIPNFKN: Re-leavers won't accept a 'no deal' Brexit as willingly as Theresa May thinks via @Independent#Brexit #GE2017https://t.co/O…</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @markpalexander: The Brexit Elite will sell off the NHS. Maybe the £350m was meant for them. #GE2017 #Conservative #LabourManifesto… </NONSENSESUMMARYTAG>	EU and Immigration	70414.63636363637	70414.63636363637	12032.863636363636	0.0	58381.77272727273	9167.90909090909	0.0	31662.045454545456
20170526	ukip	513	513	35	0	478	35	0	451	<NONSENSESUMMARYTAG>RT @gallantfive: We love the Germans, &amp; the French, &amp; ... What We hate is Tory &amp; UKIP lies. #GE2017 #dontvotetory #Manchester #brexit https…</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @TheRedRag: Poll @TNS_UK / 18 - 22 May for #GE2017 CON: 42% (-5)LAB: 34% (+5)LDEM: 9% (+1)UKIP: 4% (-2)GRN: 4% (-)</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>Slight amendment to analysis of yesterday's poll compared to last general election:Con +5Lab +6LD +2Green +0UKIP -12#UKElection2017</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>Tim Aker GE2017 Vlog (16 of 30) Picked the hospital parking charges cherry from the UKIP manifesto without mentioni… https://t.co/BvR1r2lEmA</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>If the same test were applied to current citizens, UKIP would have to deport the vast bulk of their members and sup… https://t.co/bkxTrxdmT4</NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>SurveyMonkey/Sun:CON 44 (+6)LAB 36 (+5)LD 6 (-2)UKIP 5 (-8)OTH 8 (-2)Chg vs 201524-25th MayN=6,000… https://t.co/kcoNN4HFRg</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @Ross_Greer: UKIP - fighting for Britain's future one yellow sticker at a time. #GE17 h/t @MrMichaelSpicer https://t.co/KJXj2grhfI</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @dav0lah: UKIP Campaign Memes all over the Lincolnshire internet (a network comprised mainly of straw&amp;suspicion) #skegness… </NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>LABOURCONSERVATIVELIBERALUKIP+ANY OF THE OTHER CRANKSVOTE FOR ...#NonOfTheAbove#GeneralElection2017 #fav #follow #retweet #to #win</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @DampDogBill: Suzanne Evans is the cleverest ukip member. Could a bar have ever been set lower? #bbcdp</NONSENSESUMMARYTAG>	Political Party	2928.235294117647	2928.235294117647	484.4117647058824	0.0	2443.823529411765	359.47058823529414	0.0	1905.2941176470588
20170526	petrol	2	2	0	0	2	0	0	2	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>Man in my local petrol station always tranfers coins in change to his left hand before giving it to me. He thinks I… https://t.co/tpZqhCyMTV</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>so if i petrol bomb your house is that acceptable ? https://t.co/MLobDBVfKz</NONSENSESUMMARYTAG>	Environment and Energy	2.6666666666666665	2.6666666666666665	1.0	0.0	1.6666666666666667	1.0	0.0	1.6666666666666667
20170526	working age	2	2	0	0	2	0	0	2	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>"If a new Conservative Chancellor changes nothing, £11bn of working age benefits will be cut" - IFS deputy Director #VoteLabour #GE2017</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @GeorgeTweetsTax: 'Taking Lab manifesto at face value vast maj of proposed cuts 2 working age bens wd stand. This is sharp contrast with…</NONSENSESUMMARYTAG>	None	2.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0
20170526	medicine	2	2	2	0	0	2	0	0	<NONSENSESUMMARYTAG>As the UK #GeneralElection draws nearer Daddy has made a purchase of a huge company that sells indigestion medicine. He knows the result ?</NONSENSESUMMARYTAG><NONSENSESUMMARYTAG>RT @FriendofHarlow: TRUE! Triple Whammy! 1. Profits to Private Cos. Reduces NHS Budgets; 2. Reduced Budgets = Less Staff, Medicine &amp; Se… </NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	None	4.428571428571429	4.428571428571429	0.7142857142857143	0.0	3.7142857142857144	0.7142857142857143	0.0	3.7142857142857144
20170526	graduates	2	2	1	0	1	1	0	1	<NONSENSESUMMARYTAG>@gmacscotland #ge2017 Sorry don't get you, are you saying graduates are entitled to walk into well paid jobs? No matter the degree?</NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG></NONSENSESUMMARYTAG>	<NONSENSESUMMARYTAG>Should talk to foreign graduates from Glasgow's Universities, Art School &amp; Conservatoire. Heartbroken because they'… https://t.co/vF1g3keMvg</NONSENSESUMMARYTAG>	Education	2.1666666666666665	2.1666666666666665	0.16666666666666666	0.0	2.0	0.16666666666666666	0.0	2.0
